frame,rx,ry,rz,tx,ty,tz
0,-2.882783212586283,-0.21184976339809442,0.7961386841345811,-73.5166450596322,-99.45610611372447,700.4282564258194
1,-2.906977882416202,-0.23707131958629224,0.7645277529805306,-73.13174667496408,-100.84714846360518,708.1036644844488
2,-2.8788243833516933,-0.24137496906162023,0.8218359234070837,-74.74192346220781,-98.74146200031122,699.6605750194299
3,-2.86608045627931,-0.23628406071309713,0.8083114346925223,-76.03950834304095,-97.81195406781632,701.6517650810777
4,-2.8659442663900516,-0.2312163399997194,0.8125979070919892,-77.93614434842793,-96.78343959415439,701.2948237624148
5,-2.8600574648369483,-0.22339726519655323,0.8022603804927323,-79.043888320669,-95.0571496172722,698.8811996363457
6,-2.860707055004669,-0.2212768987369915,0.7924821653928009,-80.7287376098993,-93.52662534321315,701.3514710660712
7,-2.8576584165940946,-0.2187499175903342,0.7481186948736481,-81.45428955339464,-90.95424582335697,702.8184849387782
8,-2.8641756537473633,-0.20627122626268302,0.6929623829366571,-82.27949933998282,-88.74680814985994,708.314498667026
9,-2.8602638448097424,-0.191021492421183,0.6219750833119291,-81.89031099936712,-85.50110413080247,712.3024687276043
10,-2.8440838006586167,-0.17262604332537,0.5549538789719126,-81.82797071322734,-82.14565362506302,725.4838508725596
11,-2.845199996036311,-0.16606935059105252,0.4801376556753189,-81.8674637969435,-78.83417834434488,736.3118011239893
12,-2.8506047338450307,-0.15565197473953923,0.434449305564492,-81.00768379108197,-75.32694080243951,737.9895551919906
13,-2.8383820767269303,-0.1357214040594215,0.4117289063322869,-81.02129806910108,-72.0782338842645,742.7557890955785
14,-2.831822017206598,-0.12542896976728027,0.3645405649358169,-80.72405579022603,-68.70198200983386,745.6262878528305
15,-2.837754886073522,-0.1166973914907715,0.30472100310251066,-80.57765088530748,-66.18782494058797,750.5333443494355
16,-2.820444451532094,-0.11739764458806495,0.26830206098195386,-80.22979248395905,-63.328660290437796,749.8574269184995
17,-2.8318186242000185,-0.10515582667764266,0.2123973390667459,-79.97270270116675,-61.163776868043726,752.4713355931603
18,-2.8203935968796134,-0.1045168150016444,0.19791058845386722,-81.2826147051514,-59.24312894373483,760.2635758723861
19,-2.822953113517068,-0.10609086988386131,0.1336177536046279,-81.11766630113632,-57.54123314128641,764.5844925881213
20,-2.824074765919783,-0.10588599463486438,0.08010019133458547,-81.66605061289933,-56.1619752446129,772.1203616528516
21,-2.82257672009491,-0.09753390697940197,0.06710810800290373,-81.92356711509404,-54.979908995597235,774.5983856745138
22,-2.8269699704168363,-0.09339129661234885,0.03485167374015258,-82.26295241582103,-54.27576019927374,781.9705290684838
23,-2.8200883783352584,-0.1005354370692832,-0.02066221075310464,-81.55571754071875,-53.60143483399604,787.2170339137052
24,-2.827769739149916,-0.09627991293275161,-0.03915129372194626,-80.86501739809273,-52.7143654290522,786.3438644654898
25,-2.8270260787255213,-0.09912126019466752,-0.0330554708063901,-81.26952260443808,-52.29233391552768,794.5545894191507
26,-2.8339947298052843,-0.09086021774689323,-0.026287634353997703,-81.5299281100249,-51.57345721401798,793.9180368673711
27,-2.8231027931539656,-0.09239863499622988,-0.08951126116379982,-80.63685483083252,-51.01832406585684,796.5986918206527
28,-2.839966319398107,-0.0918828190476381,-0.054733625827443004,-82.28726558876453,-51.2232567990414,803.3998794475934
29,-2.838713419133759,-0.09599214978551247,0.023256689162010305,-83.56137478731272,-50.53198614046195,801.1439092453493
30,-2.835933561789833,-0.10087861677074904,0.060756256912105316,-85.06837673263048,-50.44556383005391,804.4497635274706
31,-2.8387568796949045,-0.10027655698261938,0.17274352934652698,-87.45158588395799,-50.31684225076749,802.3214467661294
32,-2.832332034016418,-0.10507493621946577,0.2249484724591705,-89.27387520453884,-50.05031659014074,801.2878797499094
33,-2.82343724601452,-0.10461542031071464,0.24295169841409392,-90.13992641748366,-48.895686895644346,796.5638847795043
34,-2.816876324498047,-0.09566630072527975,0.2783785735418096,-91.53383709062416,-48.40059483394745,797.0664564352026
35,-2.815240460569497,-0.08859311878118388,0.31595256466128296,-93.35854583029284,-48.36708790001683,797.9378069946024
36,-2.8113365826824954,-0.08448694849902388,0.35289152470119334,-95.00155173362602,-48.09196399022945,796.5198850812131
37,-2.817469506779951,-0.08370147727601157,0.37587103145576284,-96.27999460400486,-48.097237250529645,795.2399044738356
38,-2.829902214374966,-0.08055188617537039,0.3981657554510107,-97.73118537360497,-48.677671986137014,797.6642581266232
39,-2.8310732639810503,-0.07511713207120067,0.41089098501864135,-98.82902433024681,-48.88792046874321,798.885043723624
40,-2.826765923190155,-0.06979943907418076,0.42248894732670594,-99.43176875800962,-48.67202971224964,796.0764496757406
41,-2.8204329416105907,-0.062443567275331936,0.428682010648336,-99.83259841081193,-48.624095059482485,795.9209001252538
42,-2.8238611792213244,-0.062185604842275394,0.4191147170749545,-100.22200484503583,-48.667703573865985,796.0280792623472
43,-2.8245899852074925,-0.056440052528702774,0.41746623540844596,-100.52600190465368,-48.667025893085686,797.0965126153075
44,-2.8270885242673076,-0.05469235822784426,0.41240174599820323,-100.5204034928481,-48.5468478738964,795.297703768837
45,-2.8208854447141376,-0.05291514573674401,0.4096656834251874,-101.10764142345595,-48.436199033764325,797.0187857615196
46,-2.8246792343395146,-0.04764794532869872,0.4233022848148263,-101.59171039233475,-48.55856231285394,797.3632713459722
47,-2.820375583347725,-0.04891155073717389,0.41578445311292267,-101.50050423450914,-48.32817077476233,795.6959764899639
48,-2.8235574822661387,-0.048829509319912937,0.4186706560563859,-102.03756448473251,-48.60225772778742,799.0755826811825
49,-2.825886573646984,-0.047501813301126385,0.42698160315713335,-102.43524260670696,-48.82344247136444,800.1026875613138
50,-2.830893848854636,-0.04634124534968455,0.4266748966191494,-102.76910371128756,-49.091720197285404,802.1959911578942
51,-2.8326563487605187,-0.04382281391551262,0.430541201071945,-102.60821454405568,-49.00501094197388,800.3990952606941
52,-2.826628509446473,-0.0482377227513879,0.4408385977494254,-102.75370339984505,-48.807065557996786,799.5089374350031
53,-2.8262306126674437,-0.0443372980537324,0.44368851384892466,-102.9855361896659,-48.810668253077516,800.6487809307246
54,-2.8325607749324044,-0.04825044999262596,0.4448596695784287,-103.13081906474359,-48.95501373133672,800.7879810441702
55,-2.833644097747431,-0.04475380053346094,0.45161967547218806,-103.19765370384395,-48.94919559981349,801.7047883752045
56,-2.8343519720829793,-0.044464057391094644,0.462076559234159,-103.30687168536386,-48.73757864042878,800.2851537188442
57,-2.831349100102575,-0.045587243572305355,0.4496734071969245,-103.3140646077254,-48.394860662379884,799.7379353827878
58,-2.835298233673339,-0.04735481949111486,0.4467997498842337,-103.52910139709545,-48.14728883225152,800.69680648806
59,-2.8339430591943113,-0.04473163359893996,0.45115444899131024,-103.37893253189323,-47.91612851692892,799.564828532309
60,-2.835166667693775,-0.045302413113739434,0.44300786307430834,-103.41409840450916,-47.808386179918834,800.9341714812138
61,-2.8323090398118898,-0.05023735749441828,0.426043451279951,-103.4563489949667,-47.62203391646579,802.1251876878164
62,-2.8374685783192586,-0.05395370937400166,0.445230888609479,-103.70805157611039,-47.71914355491214,802.8184275951295
