frame,rx,ry,rz,tx,ty,tz
7,-2.7179390008681104,0.2766672125199719,0.2745996705999757,-148.8424439208294,119.64298261895811,552.6812558853102
8,0.19578380195664094,2.3621380612249583,-0.19644896309398777,162.93791999410888,-98.62780937505484,-670.3627756116784
10,-2.9296984800635686,0.01712500025077631,0.6255482798277955,-134.0189123464799,-3.171365965913763,631.6338243734774
11,-2.949943243195756,-0.003850021392399638,0.7006095345378385,-121.33736507615318,-26.46612073547769,628.3180872384249
12,-2.962043797384447,-0.036385720711333405,0.7398428294764027,-113.35077285635141,-44.587297040101454,642.587664914029
13,-2.9923412925779984,-0.07425483909102566,0.7320323583050431,-109.64314457987953,-61.75057220853,678.6010326311947
14,-2.9742112293397023,-0.11241919498518335,0.8772518827295382,-108.17388516455506,-76.60503865053515,707.7047063831372
15,-2.97902351768958,-0.13840010501585318,0.8945548145386543,-104.5651235656327,-87.04910394275444,726.923278467368
16,-3.003615368235707,-0.1531999641944409,0.9253907294764673,-103.26225626719557,-95.77876019440498,750.755948089937
17,-3.02630212659072,-0.14435460433205552,0.8908082541053393,-103.72020890810082,-102.7632087733968,773.1345798834749
18,-3.027857613208937,-0.14782622058596367,0.8869448340961715,-106.94437810072885,-107.4076848995129,797.5379725819665
19,-3.04700159600781,-0.11597366601982323,0.8586085864245879,-109.76046241926196,-109.60134989727867,825.6609502906887
20,-3.041921773584843,-0.0983727745543466,0.829276251771997,-111.15612881839697,-107.33894143911746,838.842784838861
21,-3.047101595828579,-0.1001333497935593,0.8001113781235251,-113.80215700060106,-106.62793987745194,858.3130926409717
22,-3.0527007469709218,-0.11559432173306601,0.7695693903927493,-119.90046786140542,-108.05132125318141,890.7442581409388
23,-3.0562476136146217,-0.12777944945683237,0.7440434302202341,-128.97480537640436,-111.43279508535711,932.920282076952
24,-3.041744537893414,-0.1283869724825616,0.7513219651355267,-135.89396841969048,-109.58248979464513,953.6179118975076
25,-3.0645450000208285,-0.1257155996040203,0.680669061862745,-144.06484590889917,-109.52654145769348,990.4228876146715
26,-3.1148426556236037,-0.12595760873588344,0.6161874827850721,-151.00120801919476,-110.84237601167547,1016.0514525062287
27,-3.1369554941849898,-0.1113600306945947,0.5262606026437567,-159.43408225583434,-113.5955858838203,1059.7391597010565
28,-3.130784070789597,-0.12345041671293364,0.48796326054771233,-167.51060841229656,-113.74150742186676,1092.0028974100396
29,-3.1301806872957765,-0.14125250681960863,0.4722140302732295,-176.236153605004,-114.85309100307973,1124.1490611162897
