AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU24_r,AU25_r,AU26_r,frame
2.225305140018463,4.540430903434753,0.006578220636583865,0.00917942204978317,1.5246114344336092e-05,3.083813488483429,0.00029301163522177376,0.003928160876967013,0.020935959182679653,0.45517049729824066,0.011094477958977222,0.24150941520929337,0.023295176215469837,1.145712286233902,1.145712286233902,0.0017604140157345682,0.0017604140157345682,0
1.5599021315574646,4.428659677505493,0.009703245596028864,0.008875432540662587,1.40412066684803e-05,2.909191846847534,0.00020698194930446334,0.003733386693056673,0.026533580385148525,0.4079711437225342,0.01069517689757049,0.2752068266272545,0.02802081871777773,1.1857569962739944,1.1857569962739944,0.0025065045338124037,0.0025065045338124037,1
1.2822897732257843,4.387236833572388,0.012327078729867935,0.007798302685841918,1.7913990859597106e-05,2.723885178565979,0.00023670512746321037,0.004587834991980344,0.04130863584578037,0.360541008412838,0.02268723677843809,0.33976443111896515,0.04477242473512888,1.1664281785488129,1.1664281785488129,0.002474684442859143,0.002474684442859143,2
1.5604840219020844,4.369382858276367,0.010109125869348645,0.006781255942769349,1.1552564274097676e-05,2.5625497102737427,0.00020411038349266164,0.001616726367501542,0.015008189948275685,0.3175113722681999,0.008216459536924958,0.2340698428452015,0.016320256981998682,1.07553169131279,1.07553169131279,0.0029432427254505455,0.0029432427254505455,3
1.9020387530326843,4.347796142101288,0.006402053986676037,0.006187644903548062,8.029531386455346e-06,2.3512037098407745,0.00013826225767843425,0.0005566027175518684,0.0017772881255950779,0.10568457655608654,0.0033763720421120524,0.23601556196808815,0.0037211980088613927,0.5283772200345993,0.5283772200345993,0.004995999624952674,0.004995999624952674,4
1.7031963169574738,4.57449197769165,0.005715311272069812,0.0062885775696486235,1.0567797517069266e-05,2.2786639630794525,0.0001334875742031727,0.0006866284820716828,0.0011401263327570632,0.059197619557380676,0.008031147881411016,0.2928825654089451,0.005055054789409041,0.4127882048487663,0.4127882048487663,0.006767024751752615,0.006767024751752615,5
1.6181588172912598,4.547727108001709,0.0047644710866734385,0.003536669537425041,1.2687294201896293e-05,2.4956360459327698,0.00014389795978786424,0.001250281638931483,0.006422590813599527,0.07892369292676449,0.02488422440364957,0.2754790708422661,0.01778320875018835,0.7249801605939865,0.7249801605939865,0.00658721080981195,0.00658721080981195,6
1.4284218847751617,4.502878189086914,0.006826947792433202,0.0025422751787118614,9.964284117813804e-06,2.50710129737854,0.0001462370164517779,0.0014280919276643544,0.018106052884832025,0.06773923989385366,0.019614126067608595,0.1908981241285801,0.01887677237391472,0.7441713660955429,0.7441713660955429,0.004475610330700874,0.004475610330700874,7
1.3994252681732178,4.435116946697235,0.004692611983045936,0.0020401892834343016,1.3926703559263842e-05,2.8795090317726135,8.577802873332985e-05,0.0011058865493396297,0.09640580974519253,0.0530432490631938,0.05214397795498371,0.18458105623722076,0.06860672496259212,0.9601423889398575,0.9601423889398575,0.006923831533640623,0.006923831533640623,8
1.4436760544776917,4.420662224292755,0.004240833513904363,0.0026202431763522327,1.2052354350089445e-05,2.805044651031494,6.235985892999452e-05,0.0005853034599567764,0.35686545073986053,0.06424411665648222,0.03779082326218486,0.09726128540933132,0.2632995508611202,0.8860130608081818,0.8860130608081818,0.007960944203659892,0.007960944203659892,9
1.7823626101016998,4.610639810562134,0.0026002590311691165,0.0038004893576726317,1.372383280795475e-05,2.2504933178424835,5.828219855175121e-05,0.0024856955860741436,1.0791206359863281,0.10277119465172291,0.05938946269452572,0.2219833806157112,0.4437490552663803,0.797293484210968,0.797293484210968,0.0054021080723032355,0.0054021080723032355,10
1.173483058810234,4.541834890842438,0.0034868009970523417,0.0027305868570692837,1.5285014569599298e-05,2.661915421485901,5.591839908447582e-05,0.0019331280782353133,1.7184586822986603,0.0696054333820939,0.034029772505164146,0.20076386630535126,0.3108220733702183,0.5440805479884148,0.5440805479884148,0.005301976925693452,0.005301976925693452,11
1.0957587510347366,4.37768816947937,0.004777437134180218,0.0027427307213656604,1.0795855587275582e-05,2.63258695602417,4.443144916876918e-05,0.0013215746730566025,1.5660914778709412,0.10343805886805058,0.01865886733867228,0.149263022467494,0.23684168234467506,0.7304205000400543,0.7304205000400543,0.00557807506993413,0.00557807506993413,12
0.9389515221118927,4.194997251033783,0.007896593888290226,0.002661574981175363,7.576867346870131e-06,2.5237736105918884,3.533574499670067e-05,0.0010723303421400487,1.167633980512619,0.16362542286515236,0.01957582077011466,0.18385762348771095,0.21727465093135834,1.0342016071081161,1.0342016071081161,0.0051877874648198485,0.0051877874648198485,13
1.0162649303674698,4.4373199343681335,0.006604153313674033,0.0034784089075401425,6.515196560030745e-06,2.644789218902588,2.957222477562027e-05,0.0011386976984795183,1.32569819688797,0.14385043643414974,0.01431528595276177,0.13213672675192356,0.23218028247356415,0.8604111522436142,0.8604111522436142,0.005560207064263523,0.005560207064263523,14
1.6478721797466278,4.46356475353241,0.002698056341614574,0.004442604258656502,7.189717621258751e-06,2.721548080444336,3.149221811327152e-05,0.0010004535579355434,0.9176532179117203,0.15711378306150436,0.024744365364313126,0.1616174355149269,0.23938313126564026,1.01346954703331,1.01346954703331,0.005404713447205722,0.005404713447205722,15
1.4133355021476746,4.111620187759399,0.0027108305948786438,0.005154513637535274,5.020324920224084e-06,2.6525238156318665,1.977932015506667e-05,0.0005244083513389342,0.6281187385320663,0.21954957395792007,0.014848230639472604,0.13386462815105915,0.1353850867599249,1.1931763589382172,1.1931763589382172,0.008371382718905807,0.008371382718905807,16
0.8192812651395798,3.5573184490203857,0.005040334654040635,0.006223653326742351,3.672774084861885e-06,2.5963860750198364,1.6386496781706228e-05,0.0003101336187683046,0.4451640695333481,0.20841730758547783,0.009557941812090576,0.11308211833238602,0.0868714414536953,1.32577583193779,1.32577583193779,0.00933127652388066,0.00933127652388066,17
